,_player_id,_name,_height,_weight,_position,_season,_team_abbreviation,_minutes_played,_total_rebounds,_player_efficiency_rating,_field_goal_percentage,_free_throw_percentage,_two_point_percentage,_three_point_percentage,_offensive_rebounds,_assists,_turnovers,_usage_percentage,_offensive_win_shares,_defensive_rebounds,_steals,_blocks,_defensive_win_shares
matt-neufeld-1,matt-neufeld-1,Matt Neufeld,6-11,225lb,Center,2018-19,california-davis,488,90,17.7,.547,.645,.547,,30,8,41,27.4,0.6,60,12,18,0.8
stefan-gonzalez-1,stefan-gonzalez-1,Stefan Gonzalez,6-2,195lb,Guard,2018-19,california-davis,606,93,11.3,.399,.867,.489,.362,8,24,28,17.7,0.4,85,10,0,0.7
garrison-goode-1,garrison-goode-1,Garrison Goode,6-7,225lb,Forward,2018-19,california-davis,810,101,12.0,.586,.696,.586,,52,30,37,11.3,1.1,49,26,19,1.0
aj-john-1,aj-john-1,A.J. John,6-8,225lb,Forward,2018-19,california-davis,508,83,7.7,.315,.391,.447,.258,22,21,21,16.9,-0.3,61,14,12,0.7
rogers-printup-1,rogers-printup-1,Rogers Printup,6-4,205lb,Guard,2018-19,california-davis,456,64,9.6,.403,.833,.667,.283,10,19,14,11.5,0.3,54,16,4,0.7
damion-squire-1,damion-squire-1,Damion Squire,6-0,175lb,Guard,2018-19,california-davis,343,32,7.2,.328,.833,.267,.387,3,35,27,16.1,0.0,29,6,0,0.4
caleb-fuller-1,caleb-fuller-1,Caleb Fuller,6-5,210lb,Guard,2018-19,california-davis,292,51,9.3,.463,.722,.486,.421,7,12,21,15.5,0.0,44,7,2,0.4
colin-russell-1,colin-russell-1,Colin Russell,6-10,221lb,Forward,2018-19,california-davis,107,18,4.2,.333,.471,.333,,8,2,6,16.2,-0.1,10,3,2,0.1
jonah-underwood-1,jonah-underwood-1,Jonah Underwood,6-8,220lb,Forward,2018-19,california-davis,39,9,15.9,.800,1.000,.800,,2,1,0,8.3,0.1,7,1,0,0.1
gio-nelson-1,gio-nelson-1,Gio Nelson,6-4,186lb,Guard,2018-19,california-davis,33,4,4.2,.300,,.500,.250,1,1,2,19.7,0.0,3,1,0,0.0
max-hazzard-1,max-hazzard-1,Max Hazzard,5-10,170lb,Guard,2018-19,california-irvine,976,74,18.2,.412,.779,.452,.388,17,76,47,24.6,2.7,57,25,1,1.4
evan-leonard-1,evan-leonard-1,Evan Leonard,6-1,190lb,Guard,2018-19,california-irvine,773,81,21.8,.448,.854,.491,.414,9,56,43,22.5,2.5,72,48,5,1.6
collin-welp-1,collin-welp-1,Collin Welp,6-9,235lb,Forward,2018-19,california-irvine,591,158,24.3,.512,.739,.562,.355,40,25,40,27.8,1.6,118,18,10,1.4
robert-cartwright-1,robert-cartwright-1,Robert Cartwright,6-2,180lb,Guard,2018-19,california-irvine,817,85,13.8,.380,.815,.400,.346,14,87,56,19.9,1.0,71,39,5,1.6
jonathan-galloway-1,jonathan-galloway-1,Jonathan Galloway,6-10,235lb,Forward,2018-19,california-irvine,911,292,21.4,.606,.607,.606,,104,39,27,13.3,2.6,188,13,38,2.1
tommy-rutherford-1,tommy-rutherford-1,Tommy Rutherford,6-8,220lb,Forward,2018-19,california-irvine,618,159,18.4,.535,.703,.545,.364,60,24,52,22.5,1.1,99,5,26,1.2
eyassu-worku-1,eyassu-worku-1,Eyassu Worku,6-2,170lb,Guard,2018-19,california-irvine,753,76,9.5,.383,.660,.405,.315,12,84,56,21.0,0.2,64,17,1,1.2
elston-jones-1,elston-jones-1,Elston Jones,6-9,275lb,Forward,2018-19,california-irvine,731,251,19.1,.511,.525,.511,,70,32,43,17.7,0.9,181,15,57,2.0
john-edgarjr-1,john-edgarjr-1,John Edgar Jr.,6-5,217lb,Forward,2018-19,california-irvine,544,81,10.8,.464,.656,.539,.237,15,19,33,19.1,0.3,66,9,3,0.9
darrian-traylor-1,darrian-traylor-1,Darrian Traylor,6-4,210lb,Guard,2018-19,california-irvine,150,26,9.7,.320,.000,.400,.300,7,11,8,20.3,0.1,19,3,2,0.3
jc-butler-1,jc-butler-1,JC Butler,6-5,200lb,Forward,2018-19,california-irvine,261,39,9.2,.381,.700,.522,.211,17,6,4,10.0,0.3,22,9,0,0.4
spencer-rivers-1,spencer-rivers-1,Spencer Rivers,6-2,200lb,Guard,2018-19,california-irvine,299,15,5.1,.436,.200,.522,.313,0,19,11,9.5,0.0,15,9,0,0.4
solomon-ruddell-1,solomon-ruddell-1,Solomon Ruddell,7-1,255lb,Center,2018-19,california-irvine,71,12,13.5,.600,.700,.600,,4,1,5,18.0,0.1,8,0,5,0.1
dikymbe-martin-1,dikymbe-martin-1,Dikymbe Martin,6-1,170lb,Guard,2018-19,california-riverside,1073,94,18.9,.473,.855,.495,.442,8,87,58,24.0,2.8,86,27,1,0.7
menno-dijkstra-1,menno-dijkstra-1,Menno Dijkstra,7-0,230lb,Center,2018-19,california-riverside,730,137,15.9,.449,.784,.519,.317,41,32,33,21.6,1.1,96,10,16,0.6
dragon-elkaz-1,dragon-elkaz-1,Dragon Elkaz,6-5,205lb,Guard,2018-19,california-riverside,890,58,11.0,.418,.767,.359,.433,4,26,25,14.1,1.3,54,20,4,0.5
callum-mcrae-1,callum-mcrae-1,Callum McRae,7-1,275lb,Center,2018-19,california-riverside,601,154,16.4,.554,.644,.557,.000,48,31,70,25.7,0.4,106,8,10,0.6
zac-watson-1,zac-watson-1,Zac Watson,6-7,210lb,Forward,2018-19,california-riverside,704,131,12.2,.506,.508,.570,.233,43,32,57,19.2,0.2,88,22,13,0.7
jordan-gilliam-1,jordan-gilliam-1,Jordan Gilliam,6-5,160lb,Guard,2018-19,california-riverside,560,95,12.6,.351,.592,.374,.309,26,72,47,26.6,0.2,69,16,7,0.5
ajani-kennedy-1,ajani-kennedy-1,Ajani Kennedy,6-8,200lb,Forward,2018-19,california-riverside,466,103,17.4,.508,.667,.542,.464,27,22,31,20.1,0.8,76,12,4,0.5
dominick-pickett-1,dominick-pickett-1,Dominick Pickett,6-3,210lb,Guard,2018-19,california-riverside,809,117,11.1,.408,.867,.462,.366,32,76,45,13.5,0.7,85,25,3,0.7
dj-mcdonald-1,dj-mcdonald-1,DJ McDonald,5-11,175lb,Guard,2018-19,california-riverside,509,28,5.9,.322,.769,.333,.317,8,36,20,12.5,0.1,20,11,0,0.2
eric-rwahwire-1,eric-rwahwire-1,Eric Rwahwire,6-5,210lb,Guard-Forward,2018-19,california-riverside,108,26,9.2,.357,.750,.500,.250,4,2,8,26.4,-0.1,22,4,0,0.1
ryker-pierce-1,ryker-pierce-1,Ryker Pierce,6-5,205lb,Guard,2018-19,california-riverside,104,6,9.3,.333,.429,.250,.381,3,3,3,20.8,0.0,3,4,1,0.1
mateen-hirbod-1,mateen-hirbod-1,Mateen Hirbod,6-2,185lb,Guard,2018-19,california-riverside,51,7,16.1,.313,.857,.500,.200,3,6,5,26.2,0.0,4,4,1,0.1
kendall-stubblefield-1,kendall-stubblefield-1,Kendall Stubblefield,6-5,225lb,Forward,2018-19,california-riverside,21,3,-22.9,.000,.000,.000,.000,1,0,3,26.0,-0.2,2,1,0,0.0
armond-davis-1,armond-davis-1,Ar'Mond Davis,6-6,190lb,Guard,2018-19,california-santa-barbara,937,189,18.6,.414,.770,.447,.360,48,45,40,24.2,2.2,141,21,3,1.4
amadou-sow-1,amadou-sow-1,Amadou Sow,6-9,235lb,Forward,2018-19,california-santa-barbara,759,210,23.5,.564,.709,.571,.200,77,13,62,26.4,2.0,133,17,24,1.4
devearl-ramsey-1,devearl-ramsey-1,Devearl Ramsey,6-0,185lb,Guard,2018-19,california-santa-barbara,977,110,14.8,.432,.787,.445,.409,8,101,65,19.2,1.6,102,31,8,1.4
jaquori-mclaughlin-1,jaquori-mclaughlin-1,Jaquori McLaughlin,6-4,190lb,Guard,2018-19,california-santa-barbara,1033,90,12.0,.360,.763,.377,.343,17,103,60,19.6,1.3,73,26,6,1.3
max-heidegger-1,max-heidegger-1,Max Heidegger,6-3,180lb,Guard,2018-19,california-santa-barbara,640,62,14.1,.332,.849,.429,.246,12,57,25,23.3,1.2,50,11,1,0.7
jarriesse-blackmon-1,jarriesse-blackmon-1,Jarriesse Blackmon,6-7,220lb,Forward,2018-19,california-santa-barbara,596,118,16.1,.553,.588,.554,.500,46,33,19,12.6,1.2,72,17,22,1.0
robinson-idehen-1,robinson-idehen-1,Robinson Idehen,6-10,230lb,Forward,2018-19,california-santa-barbara,327,89,18.4,.684,.429,.684,,37,4,24,18.4,0.6,52,3,18,0.6
jay-nagle-2,jay-nagle-2,Jay Nagle,6-8,205lb,Forward,2018-19,california-santa-barbara,380,58,16.3,.481,.778,.778,.441,9,15,5,11.7,1.0,49,6,2,0.5
sekou-toure-1,sekou-toure-1,Sekou Toure,6-5,185lb,Guard,2018-19,california-santa-barbara,256,78,22.8,.529,.568,.579,.308,32,18,16,21.5,0.7,46,8,4,0.5
ami-lakoju-1,ami-lakoju-1,Ami Lakoju,6-9,260lb,Forward,2018-19,california-santa-barbara,199,59,22.4,.582,.571,.582,,32,4,13,21.9,0.6,27,6,9,0.4
christian-terrell-2,christian-terrell-2,Christian Terrell,6-5,200lb,Guard,2018-19,california-santa-barbara,187,25,11.1,.429,.700,.600,.000,4,19,9,11.5,0.1,21,7,5,0.3
maxwell-kupchak-1,maxwell-kupchak-1,Maxwell Kupchak,6-7,205lb,Forward,2018-19,california-santa-barbara,60,16,15.5,.455,.833,.714,.000,3,1,2,13.6,0.1,13,2,2,0.1
zack-moore-1,zack-moore-1,Zack Moore,6-5,210lb,Guard-Forward,2018-19,california-santa-barbara,76,7,12.0,.556,,.500,.600,1,12,5,9.5,0.1,6,3,2,0.1
scotty-harris-1,scotty-harris-1,Scotty Harris,6-5,190lb,Guard,2018-19,california-santa-barbara,15,4,50.3,.750,.750,1.000,.500,1,4,1,23.7,0.1,3,1,0,0.0
andrew-pickles-1,andrew-pickles-1,Andrew Pickles,6-7,225lb,Forward,2018-19,california-santa-barbara,7,1,34.1,1.000,,1.000,,1,2,0,7.4,0.1,0,0,0,0.0
mobeen-hirbod-1,mobeen-hirbod-1,Mobeen Hirbod,6-1,175lb,Guard,2018-19,california-santa-barbara,1,0,0.0,,,,,0,0,0,0.0,0.0,0,0,0,0.0
justice-sueing-2,justice-sueing-2,Justice Sueing,6-7,215lb,Forward,2018-19,california,1070,186,19.7,.432,.782,.505,.302,46,61,53,22.3,2.3,140,52,15,0.6
darius-mcneill-1,darius-mcneill-1,Darius McNeill,6-3,182lb,Guard,2018-19,california,1010,44,11.3,.391,.696,.455,.349,7,28,34,19.1,0.7,37,46,2,0.0
paris-austin-1,paris-austin-1,Paris Austin,6-0,185lb,Guard,2018-19,california,1000,89,14.4,.440,.727,.461,.281,9,125,73,21.2,0.9,80,42,5,0.2
matt-bradley-1,matt-bradley-1,Matt Bradley,6-4,220lb,Guard,2018-19,california,879,112,14.9,.411,.791,.369,.472,28,63,58,21.6,1.2,84,27,11,0.1
connor-vanover-1,connor-vanover-1,Connor Vanover,7-3,225lb,Forward,2018-19,california,490,83,18.9,.469,.667,.554,.355,21,5,18,22.1,0.8,62,7,35,0.2
andre-kelly-1,andre-kelly-1,Andre Kelly,6-8,260lb,Forward,2018-19,california,609,116,14.9,.551,.703,.548,.667,33,6,28,16.4,1.0,83,15,14,0.2
juhwan-harris-dyson-1,juhwan-harris-dyson-1,Juhwan Harris-Dyson,6-5,203lb,Guard,2018-19,california,479,60,7.8,.408,.564,.442,.000,19,30,34,17.0,-0.3,41,25,8,0.2
grant-anticevich-1,grant-anticevich-1,Grant Anticevich,6-8,240lb,Forward,2018-19,california,315,58,9.6,.411,.800,.457,.333,21,11,17,15.4,0.1,37,9,6,0.1
jacobi-gordon-1,jacobi-gordon-1,Jacobi Gordon,6-7,215lb,Forward,2018-19,california,241,42,6.5,.306,.750,.381,.250,18,5,17,17.3,0.0,24,2,1,0.0
roman-davis-1,roman-davis-1,Roman Davis,6-7,210lb,Forward,2018-19,california,109,29,0.7,.280,.267,.292,.000,5,2,5,17.9,-0.3,24,1,2,0.1
jacob-orender-1,jacob-orender-1,Jacob Orender,6-0,178lb,Guard,2018-19,california,12,1,-5.7,.143,,.000,.250,0,1,1,35.0,-0.1,1,1,0,0.0
david-serge-1,david-serge-1,David Serge,6-4,185lb,Guard,2018-19,california,3,0,69.1,1.000,,,1.000,0,1,0,17.5,0.1,0,0,0,0.0
jules-erving-1,jules-erving-1,Jules Erving,6-5,205lb,Forward,2018-19,california,3,0,-20.9,,,,,0,0,1,17.5,0.0,0,0,0,0.0
blake-welle-1,blake-welle-1,Blake Welle,6-7,208lb,Forward,2018-19,california,4,1,-7.3,.000,,,.000,0,0,0,13.1,0.0,1,0,0,0.0
chris-clemons-2,chris-clemons-2,Chris Clemons,5-9,180lb,Guard,2018-19,campbell,1208,167,33.0,.448,.869,.569,.357,25,94,84,39.0,6.1,142,49,11,1.4
andrew-eudy-1,andrew-eudy-1,Andrew Eudy,6-7,210lb,Center-Forward,2018-19,campbell,1066,224,21.3,.507,.867,.542,.408,69,119,63,19.2,3.0,155,26,47,1.4
cory-gensler-1,cory-gensler-1,Cory Gensler,6-4,190lb,Guard,2018-19,campbell,1012,132,13.6,.461,.750,.643,.354,25,54,22,13.4,1.7,107,28,10,1.0
isaac-chatman-1,isaac-chatman-1,Isaac Chatman,6-6,185lb,Forward,2018-19,campbell,876,136,12.5,.512,.581,.598,.379,30,28,27,13.5,1.3,106,19,15,0.9
jacor-nelson-1,jacor-nelson-1,Ja'cor Nelson,6-3,185lb,Guard,2018-19,campbell,779,112,13.3,.462,.487,.517,.212,37,73,53,18.4,0.5,75,47,6,1.0
jordan-whitfield-1,jordan-whitfield-1,Jordan Whitfield,6-1,175lb,Guard,2018-19,campbell,642,58,11.1,.440,.800,.558,.344,11,63,26,12.4,0.8,47,18,1,0.5
trey-spencer-1,trey-spencer-1,Trey Spencer,6-4,180lb,Guard,2018-19,campbell,573,52,6.8,.306,.692,.375,.279,16,29,25,16.1,-0.2,36,24,1,0.5
brooks-cluxton-1,brooks-cluxton-1,Brooks Cluxton,6-8,190lb,Forward,2018-19,campbell,205,47,16.1,.633,.591,.633,,19,13,12,13.4,0.4,28,2,10,0.2
noah-saunders-1,noah-saunders-1,Noah Saunders,6-6,195lb,Forward,2018-19,campbell,114,19,6.7,.304,.800,.667,.176,3,1,4,14.6,0.0,16,3,2,0.1
jonander-cuadra-1,jonander-cuadra-1,Jon Ander Cuadra,6-8,210lb,Forward,2018-19,campbell,42,13,15.1,.533,.000,.750,.286,1,1,3,23.7,0.0,12,0,1,0.1
milos-stajcic-1,milos-stajcic-1,Milos Stajcic,6-10,230lb,Forward,2018-19,campbell,64,6,2.3,.400,.333,.429,.375,3,2,6,19.6,-0.1,3,2,0,0.1
rickey-clemons-1,rickey-clemons-1,Rickey Clemons,6-2,180lb,Guard,2018-19,campbell,22,3,18.3,.500,.500,.400,1.000,1,3,1,19.0,0.1,2,0,0,0.0
billy-phenicie-1,billy-phenicie-1,Billy Phenicie,6-3,185lb,Guard,2018-19,campbell,3,0,50.1,,1.000,,,0,0,0,24.9,0.0,0,0,0,0.0
dan-gross-1,dan-gross-1,Dan Gross,6-2,160lb,Guard,2018-19,campbell,8,2,4.8,.250,,.500,.000,0,1,0,26.3,0.0,2,0,0,0.0
austin-burnette-1,austin-burnette-1,Austin Burnette,6-7,220lb,Forward,2018-19,campbell,11,4,1.4,.000,,.000,.000,0,1,0,9.5,0.0,4,0,0,0.0
takal-molson-1,takal-molson-1,Takal Molson,6-5,205lb,Guard,2018-19,canisius,1045,174,19.2,.422,.754,.571,.268,57,63,82,28.7,2.0,117,41,9,0.9
malik-johnson-2,malik-johnson-2,Malik Johnson,5-10,155lb,Guard,2018-19,canisius,1136,134,13.0,.385,.727,.450,.301,18,155,75,17.4,1.1,116,55,3,1.0
scott-hitchon-1,scott-hitchon-1,Scott Hitchon,6-8,215lb,Forward,2018-19,canisius,726,84,14.3,.500,.701,.514,.464,25,47,54,20.4,1.0,59,11,23,0.4
jibreel-faulkner-1,jibreel-faulkner-1,Jibreel Faulkner,6-8,200lb,Forward,2018-19,canisius,617,88,17.6,.492,.700,.587,.375,33,26,23,19.5,1.3,55,16,8,0.4
isaiah-reese-1,isaiah-reese-1,Isaiah Reese,6-5,185lb,Guard,2018-19,canisius,641,117,15.4,.384,.676,.462,.304,15,88,53,24.2,0.3,102,33,8,0.8
jonathan-sanks-1,jonathan-sanks-1,Jonathan Sanks,6-4,205lb,Guard,2018-19,canisius,714,76,10.1,.379,.660,.483,.336,10,37,28,18.5,0.7,66,13,4,0.4
jalanni-white-1,jalanni-white-1,Jalanni White,6-7,185lb,Forward,2018-19,canisius,595,87,13.6,.516,.549,.540,.286,32,20,29,17.8,0.6,55,14,27,0.5
jordan-henderson-1,jordan-henderson-1,Jordan Henderson,6-4,180lb,Guard,2018-19,canisius,456,43,10.7,.463,.714,.556,.391,13,26,18,12.4,0.6,30,13,8,0.3
dantai-stlouis-1,dantai-stlouis-1,Dantai St. Louis,6-8,235lb,Forward,2018-19,canisius,310,53,8.0,.510,.606,.510,,19,1,16,13.4,0.1,34,4,11,0.2
marcale-lotts-1,marcale-lotts-1,Marcale Lotts,6-8,230lb,Forward,2018-19,canisius,120,26,6.4,.550,.333,.550,,14,3,12,14.9,-0.1,12,1,3,0.1
kenjuan-johnson-alls-1,kenjuan-johnson-alls-1,Kenjuan Johnson-Alls,6-6,225lb,Forward,2018-19,canisius,95,17,1.4,.231,.500,.167,.286,2,0,7,12.9,-0.2,15,3,4,0.1
ivan-hadzic-1,ivan-hadzic-1,Ivan Hadzic,6-9,240lb,Center,2018-19,canisius,7,0,-6.6,.000,,,.000,0,0,0,7.3,0.0,0,0,0,0.0
sam-rautins-1,sam-rautins-1,Sam Rautins,6-3,185lb,Guard,2018-19,canisius,13,2,1.3,,,,,0,0,0,0.0,0.0,2,0,0,0.0
thatch-unruh-1,thatch-unruh-1,Thatch Unruh,6-5,190lb,Guard,2018-19,central-arkansas,1048,122,14.9,.438,.802,.538,.369,17,70,59,19.9,1.9,105,31,0,0.9
hayden-koval-1,hayden-koval-1,Hayden Koval,7-0,220lb,Center,2018-19,central-arkansas,955,207,19.2,.478,.802,.546,.361,55,35,61,21.1,1.8,152,14,72,1.2
deandre-jones-2,deandre-jones-2,Deandre Jones,5-11,160lb,Guard,2018-19,central-arkansas,1122,128,16.6,.416,.818,.460,.376,21,162,102,20.0,1.9,107,66,6,1.3
eddy-kayouloud-1,eddy-kayouloud-1,Eddy Kayouloud,6-7,220lb,Guard,2018-19,central-arkansas,776,155,12.6,.416,.745,.466,.360,36,47,51,20.3,0.7,119,10,4,0.7
matthew-mondesir-1,matthew-mondesir-1,Matthew Mondesir,6-5,210lb,Guard,2018-19,central-arkansas,750,109,10.3,.418,.538,.451,.297,28,73,50,16.9,0.2,81,25,6,0.7
khaleem-bennett-1,khaleem-bennett-1,Khaleem Bennett,6-4,200lb,Guard,2018-19,central-arkansas,574,91,8.0,.451,.500,.474,.250,32,26,59,21.4,-0.5,59,19,9,0.6
tanner-schmit-1,tanner-schmit-1,Tanner Schmit,6-8,220lb,Forward,2018-19,central-arkansas,445,71,10.9,.392,.750,.467,.321,25,16,22,20.4,0.3,46,9,2,0.3
jared-chatham-1,jared-chatham-1,Jared Chatham,6-8,185lb,Forward,2018-19,central-arkansas,366,75,12.6,.440,.730,.489,.238,21,16,23,20.1,0.2,54,9,8,0.4
sk-shittu-1,sk-shittu-1,SK Shittu,6-9,215lb,Forward,2018-19,central-arkansas,268,66,5.0,.340,.828,.352,.222,16,1,33,27.0,-0.6,50,5,9,0.3
aaron-weidenaar-1,aaron-weidenaar-1,Aaron Weidenaar,6-7,205lb,Forward,2018-19,central-arkansas,180,13,5.9,.263,1.000,.125,.286,1,9,7,18.6,0.0,12,5,4,0.1
jordan-grant-1,jordan-grant-1,Jordan Grant,6-1,185lb,Guard,2018-19,central-arkansas,152,13,14.0,.688,,1.000,.667,3,8,5,6.8,0.3,10,9,0,0.2
brandon-vanover-1,brandon-vanover-1,Brandon Vanover,7-0,250lb,Center,2018-19,central-arkansas,14,1,8.6,.500,.500,.667,.000,0,0,1,27.6,0.0,1,0,0,0.0
tyler-kohl-1,tyler-kohl-1,Tyler Kohl,6-5,220lb,Forward-Guard,2018-19,central-connecticut-state,925,188,20.7,.394,.848,.424,.331,45,123,100,30.5,1.8,143,38,1,0.9
ian-krishnan-1,ian-krishnan-1,Ian Krishnan,6-2,180lb,Guard,2018-19,central-connecticut-state,1053,61,9.8,.363,.843,.397,.340,8,36,32,19.3,1.1,53,24,1,0.3
jamir-coleman-1,jamir-coleman-1,Jamir Coleman,6-7,215lb,Forward,2018-19,central-connecticut-state,856,185,18.6,.440,.843,.471,.342,51,28,46,22.3,1.5,134,32,21,0.9
joe-hugley-1,joe-hugley-1,Joe Hugley,6-7,215lb,Forward,2018-19,central-connecticut-state,523,125,22.6,.406,.856,.472,.330,39,4,32,27.4,1.6,86,12,16,0.5
deion-bute-1,deion-bute-1,Deion Bute,6-9,220lb,Center,2018-19,central-connecticut-state,650,171,19.6,.596,.723,.596,,75,15,55,19.0,1.2,96,11,42,0.7
kashaun-hicks-1,kashaun-hicks-1,Kashaun Hicks,6-6,225lb,Guard-Forward,2018-19,central-connecticut-state,466,72,6.5,.363,.703,.439,.255,23,16,37,17.8,-0.2,49,12,6,0.3
tyson-batiste-1,tyson-batiste-1,Tyson Batiste,6-2,185lb,Guard,2018-19,central-connecticut-state,785,78,7.5,.470,.400,.494,.353,21,84,42,9.8,0.2,57,21,8,0.4
karrington-wallace-1,karrington-wallace-1,Karrington Wallace,6-7,200lb,Forward,2018-19,central-connecticut-state,379,75,10.0,.468,.647,.479,.250,24,8,19,13.6,0.1,51,8,12,0.3
thai-segwai-1,thai-segwai-1,Thai Segwai,6-2,185lb,Guard,2018-19,central-connecticut-state,324,33,3.6,.383,.677,.395,.333,7,30,36,14.9,-0.3,26,6,0,0.1
mike-underwood-1,mike-underwood-1,Mike Underwood,6-6,200lb,Forward,2018-19,central-connecticut-state,170,8,1.0,.257,.667,.250,.261,1,4,6,12.3,-0.2,7,3,1,0.0
chris-williams-14,chris-williams-14,Chris Williams,6-6,180lb,Guard,2018-19,central-connecticut-state,56,5,8.3,.333,1.000,.267,.500,0,3,3,22.0,0.0,5,2,0,0.0
will-ellis-1,will-ellis-1,Will Ellis,6-2,175lb,Guard,2018-19,central-connecticut-state,43,9,4.5,.214,.400,.100,.500,3,2,4,23.4,-0.1,6,3,0,0.1
harrison-kay-1,harrison-kay-1,Harrison Kay,6-11,240lb,Center-Forward,2018-19,central-connecticut-state,48,7,0.1,.286,,.286,,2,0,2,9.3,-0.1,5,0,2,0.0
donyell-marshalljr-1,donyell-marshalljr-1,Donyell Marshall Jr.,6-6,175lb,Forward,2018-19,central-connecticut-state,22,3,2.7,.333,.500,1.000,.000,1,0,1,13.3,0.0,2,0,0,0.0
bj-taylor-1,bj-taylor-1,B.J. Taylor,6-2,195lb,Guard,2018-19,central-florida,1135,77,18.4,.384,.779,.394,.372,11,107,54,24.4,3.3,66,29,0,1.6
aubrey-dawkins-1,aubrey-dawkins-1,Aubrey Dawkins,6-6,205lb,Guard,2018-19,central-florida,1101,166,19.5,.463,.835,.514,.403,33,46,54,23.3,2.8,133,34,10,2.0
tacko-fall-1,tacko-fall-1,Tacko Fall,7-6,310lb,Center,2018-19,central-florida,822,251,25.6,.748,.362,.748,,84,15,59,21.8,1.9,167,8,85,2.0
collin-smith-1,collin-smith-1,Collin Smith,6-11,240lb,Forward-Center,2018-19,central-florida,728,172,13.3,.448,.631,.480,.273,45,48,65,23.4,0.4,127,18,9,1.5
terrell-allen-2,terrell-allen-2,Terrell Allen,6-3,185lb,Guard,2018-19,central-florida,1006,104,12.4,.430,.724,.443,.406,7,142,56,13.6,1.3,97,43,0,1.8
chad-brown-1,chad-brown-1,Chad Brown,6-9,245lb,Forward-Guard,2018-19,central-florida,571,165,16.6,.523,.561,.528,.000,47,12,21,14.6,0.8,118,10,34,1.3
dayon-griffin-1,dayon-griffin-1,Dayon Griffin,6-4,210lb,Guard,2018-19,central-florida,475,58,11.5,.373,.640,.543,.301,11,30,21,16.6,0.4,47,19,7,0.9
frank-bertz-1,frank-bertz-1,Frank Bertz,6-5,180lb,Guard,2018-19,central-florida,380,45,11.8,.351,.778,.318,.360,16,15,13,15.7,0.4,29,20,2,0.7
ceasar-dejesus-1,ceasar-dejesus-1,Ceasar DeJesus,6-2,190lb,Guard,2018-19,central-florida,315,25,10.1,.479,.724,.538,.316,5,20,26,18.4,0.1,20,7,3,0.4
xavier-grant-1,xavier-grant-1,Xavier Grant,6-3,180lb,Guard,2018-19,central-florida,13,2,18.8,.667,1.000,1.000,.500,0,0,2,23.9,0.0,2,0,0,0.0
chance-mcspadden-1,chance-mcspadden-1,Chance McSpadden,6-4,185lb,Guard,2018-19,central-florida,51,13,3.8,.286,.167,.333,.250,3,3,3,13.2,-0.1,10,1,0,0.1
ryan-anders-5,ryan-anders-5,Ryan Anders,6-6,220lb,Forward,2018-19,central-florida,15,3,-4.8,.143,,.200,.000,1,1,0,24.4,-0.1,2,0,0,0.0
levy-renaud-1,levy-renaud-1,Levy Renaud,6-2,180lb,Guard,2018-19,central-florida,13,0,-21.0,.000,,.000,,0,0,1,16.1,-0.1,0,0,0,0.0
larry-austin-1,larry-austin-1,Larry Austin,6-2,182lb,Guard,2018-19,central-michigan,1191,219,22.9,.497,.548,.507,.263,77,209,124,28.2,2.8,142,78,5,1.7
shawn-roundtree-1,shawn-roundtree-1,Shawn Roundtree,6-0,185lb,Guard,2018-19,central-michigan,1173,91,18.2,.459,.789,.489,.427,10,105,78,21.4,3.4,81,31,2,0.9
david-dileo-1,david-dileo-1,David DiLeo,6-7,216lb,Forward,2018-19,central-michigan,1204,171,15.2,.435,.767,.487,.417,40,30,24,14.3,3.0,131,28,13,1.2
kevin-mckay-1,kevin-mckay-1,Kevin McKay,6-5,222lb,Guard,2018-19,central-michigan,1100,261,19.1,.515,.750,.549,.278,104,45,65,17.6,2.3,157,57,31,1.7
rob-montgomery-1,rob-montgomery-1,Rob Montgomery,6-6,225lb,Forward,2018-19,central-michigan,897,182,14.8,.440,.595,.482,.304,50,24,41,20.3,1.1,132,27,29,1.2
dallas-morgan-1,dallas-morgan-1,Dallas Morgan,6-1,190lb,Guard,2018-19,central-michigan,605,77,14.8,.388,.738,.441,.368,13,25,31,22.7,1.1,64,22,1,0.6
matt-beachler-1,matt-beachler-1,Matt Beachler,6-4,192lb,Guard,2018-19,central-michigan,395,47,13.1,.407,.680,.737,.340,8,15,14,16.5,0.7,39,11,3,0.4
romelo-burrell-1,romelo-burrell-1,Romelo Burrell,6-7,195lb,Forward,2018-19,central-michigan,385,84,10.0,.381,.649,.478,.118,32,8,18,13.2,0.3,52,5,14,0.4
innocent-nwoko-1,innocent-nwoko-1,Innocent Nwoko,6-11,232lb,Center,2018-19,central-michigan,106,27,13.4,.524,.462,.550,.000,10,0,6,14.7,0.1,17,3,8,0.2
corey-redman-1,corey-redman-1,Corey Redman,6-6,192lb,Guard,2018-19,central-michigan,23,6,7.8,.200,1.000,.000,.222,4,0,2,26.5,0.0,2,2,0,0.0
matty-smith-1,matty-smith-1,Matty Smith,5-11,180lb,Guard,2018-19,central-michigan,24,2,16.0,.600,.500,.600,,0,5,3,17.5,0.0,2,2,0,0.0
austin-ervin-1,austin-ervin-1,Austin Ervin,6-5,247lb,Forward,2018-19,central-michigan,12,2,13.8,.333,1.000,.500,.000,1,0,0,13.6,0.0,1,1,0,0.0
