,_player_id,_name,_height,_weight,_position,_season,_team_abbreviation,_minutes_played,_total_rebounds,_player_efficiency_rating,_field_goal_percentage,_free_throw_percentage,_two_point_percentage,_three_point_percentage,_offensive_rebounds,_assists,_turnovers,_usage_percentage,_offensive_win_shares,_defensive_rebounds,_steals,_blocks,_defensive_win_shares
aleksandar-dozic-1,aleksandar-dozic-1,Aleksandar Dozic,6-9,210lb,Forward,2018-19,marist,518,109,19.5,.461,.839,.549,.342,26,59,46,25.2,0.9,83,16,15,0.7
darius-hines-1,darius-hines-1,Darius Hines,5-11,160lb,Guard,2018-19,marist,834,51,9.0,.409,.824,.442,.349,4,55,47,16.2,0.4,47,25,3,0.6
austin-williams-14,austin-williams-14,Austin Williams,6-3,185lb,Guard,2018-19,marist,509,75,10.4,.524,.491,.530,.400,21,35,47,19.0,0.0,54,22,4,0.6
matthew-herasme-1,matthew-herasme-1,Matthew Herasme,6-3,180lb,Guard,2018-19,marist,543,90,9.1,.382,.732,.595,.179,22,14,17,11.3,0.3,68,18,1,0.6
tobias-sjoberg-1,tobias-sjoberg-1,Tobias Sjoberg,6-9,250lb,Center,2018-19,marist,448,92,10.9,.508,.640,.508,,43,26,24,11.8,0.5,49,10,8,0.4
luke-nedrow-1,luke-nedrow-1,Luke Nedrow,6-7,225lb,Forward,2018-19,marist,266,42,8.5,.464,.500,.542,.406,14,14,21,17.0,0.1,28,3,6,0.2
ryan-carmello-1,ryan-carmello-1,Ryan Carmello,5-11,160lb,Guard,2018-19,marist,18,1,15.9,1.000,.667,1.000,,0,0,2,19.5,0.0,1,0,0,0.0
tucker-lee-1,tucker-lee-1,Tucker Lee,6-3,180lb,Guard,2018-19,marist,9,0,-10.7,.000,,,.000,0,0,1,18.2,-0.1,0,1,0,0.0
michael-servetas-1,michael-servetas-1,Michael Servetas,6-2,190lb,Guard,2018-19,marist,3,1,5.8,,,,,0,0,0,0.0,0.0,1,0,0,0.0
markus-howard-1,markus-howard-1,Markus Howard,5-11,175lb,Guard,2018-19,marquette,1138,135,25.7,.420,.890,.437,.403,14,133,134,37.4,4.4,121,36,1,1.7
sam-hauser-1,sam-hauser-1,Sam Hauser,6-8,225lb,Forward-Guard,2018-19,marquette,1134,244,20.9,.459,.924,.538,.402,35,82,46,20.2,3.6,209,22,18,2.0
joey-hauser-1,joey-hauser-1,Joey Hauser,6-9,230lb,Forward,2018-19,marquette,992,180,13.1,.447,.791,.466,.425,30,82,70,17.6,1.6,150,12,3,1.5
sacar-anim-1,sacar-anim-1,Sacar Anim,6-5,210lb,Guard-Forward,2018-19,marquette,1026,104,9.2,.438,.585,.456,.391,20,42,40,15.5,0.8,84,18,5,1.3
theo-john-2,theo-john-2,Theo John,6-9,240lb,Forward,2018-19,marquette,669,165,16.2,.602,.506,.602,,62,16,39,14.8,0.9,103,10,70,1.4
edward-morrow-1,edward-morrow-1,Ed Morrow,6-7,235lb,Forward,2018-19,marquette,494,150,19.2,.588,.619,.588,,64,12,43,20.0,0.8,86,17,21,1.0
brendan-bailey-1,brendan-bailey-1,Brendan Bailey,6-8,190lb,Forward,2018-19,marquette,478,60,10.2,.345,.640,.460,.254,26,14,7,13.7,0.4,34,13,16,0.7
joseph-chartouny-1,joseph-chartouny-1,Joseph Chartouny,6-3,200lb,Guard,2018-19,marquette,510,77,10.3,.450,.625,.526,.381,5,66,47,13.5,0.2,72,25,0,0.9
jamal-cain-1,jamal-cain-1,Jamal Cain,6-7,195lb,Forward,2018-19,marquette,251,62,8.1,.438,.250,.577,.273,15,5,21,14.4,-0.2,47,11,6,0.5
max-heldt-1,max-heldt-1,Matt Heldt,6-10,240lb,Center,2018-19,marquette,159,26,8.4,.625,.714,.625,,8,3,3,5.5,0.2,18,3,5,0.3
cam-marotta-1,cam-marotta-1,Cam Marotta,5-10,175lb,Guard,2018-19,marquette,13,0,11.9,.500,,,.500,0,1,1,11.5,0.0,0,1,0,0.0
tommy-gardiner-1,tommy-gardiner-1,Tommy Gardiner,6-7,210lb,Forward,2018-19,marquette,2,0,-8.2,,,,,0,0,0,0.0,0.0,0,0,0,0.0
buddy-jaffee-1,buddy-jaffee-1,Buddy Jaffee,6-3,195lb,Guard,2018-19,marquette,1,0,-16.3,,,,,0,0,0,0.0,0.0,0,0,0,0.0
mike-lelito-1,mike-lelito-1,Mike Lelito,6-5,190lb,Guard,2018-19,marquette,3,1,-9.5,.000,,,.000,0,0,0,16.6,0.0,1,0,0,0.0
jon-elmore-1,jon-elmore-1,Jon Elmore,6-3,187lb,Guard,2018-19,marshall,1330,189,20.7,.393,.789,.426,.364,11,187,114,28.8,2.8,178,64,20,1.4
cj-burks-1,cj-burks-1,C.J. Burks,6-4,185lb,Guard,2018-19,marshall,1240,144,18.4,.478,.770,.545,.357,22,109,111,26.1,1.9,122,66,6,1.2
taevion-kinsey-1,taevion-kinsey-1,Taevion Kinsey,6-5,177lb,Guard,2018-19,marshall,916,148,20.4,.587,.667,.672,.357,69,47,36,17.4,2.8,79,31,19,0.7
jannson-williams-1,jannson-williams-1,Jannson Williams,6-9,215lb,Forward,2018-19,marshall,899,190,17.7,.437,.742,.576,.367,45,14,27,16.4,1.7,145,24,72,1.1
rondale-watson-1,rondale-watson-1,Rondale Watson,6-4,187lb,Guard,2018-19,marshall,807,150,14.7,.431,.721,.491,.250,41,75,38,17.8,1.2,109,27,9,0.7
jarrod-west-2,jarrod-west-2,Jarrod West,5-11,185lb,Guard,2018-19,marshall,1059,98,8.6,.322,.725,.299,.333,13,61,43,11.9,0.0,85,80,0,1.2
darius-george-1,darius-george-1,Darius George,6-7,215lb,Forward,2018-19,marshall,513,105,15.3,.454,.630,.595,.299,33,12,19,17.1,0.8,72,19,18,0.6
mikel-byers-1,mikel-byers-1,Mikel Byers,6-9,215lb,Forward,2018-19,marshall,325,56,11.3,.513,.556,.659,.313,17,14,27,16.2,0.1,39,13,12,0.3
iran-bennett-1,iran-bennett-1,Iran Bennett,6-9,350lb,Forward,2018-19,marshall,203,44,10.7,.549,.429,.563,.333,17,4,21,19.1,0.0,27,6,13,0.2
christian-thieneman-1,christian-thieneman-1,Christian Thieneman,6-5,215lb,Forward,2018-19,marshall,74,10,7.1,.267,.667,.000,.333,4,2,1,12.9,0.1,6,1,0,0.0
ante-sustic-1,ante-sustic-1,Ante Sustic,6-10,230lb,Forward,2018-19,marshall,77,19,2.4,.294,.333,.333,.000,9,1,5,14.4,-0.1,10,2,1,0.1
deaundra-murphy-1,deaundra-murphy-1,DeAundra Murphy,6-3,169lb,Guard,2018-19,marshall,11,1,-21.1,.000,.000,.000,.000,0,0,0,19.2,-0.1,1,0,0,0.0
luke-thomas-1,luke-thomas-1,Luke Thomas,6-0,176lb,Guard,2018-19,marshall,21,0,-12.7,.000,,,.000,0,1,0,18.0,-0.1,0,1,0,0.0
joe-sherburne-1,joe-sherburne-1,Joe Sherburne,6-6,220lb,Forward-Guard,2018-19,maryland-baltimore-county,1241,190,18.1,.479,.877,.543,.387,56,101,61,20.3,2.9,134,29,4,2.1
kj-jackson-1,kj-jackson-1,KJ Jackson,6-2,180lb,Guard,2018-19,maryland-baltimore-county,1098,128,14.9,.406,.687,.476,.298,24,107,114,27.2,0.0,104,77,14,2.6
arkel-lamar-1,arkel-lamar-1,Arkel Lamar,6-5,235lb,Forward-Guard,2018-19,maryland-baltimore-county,951,158,12.5,.376,.594,.456,.290,21,35,38,20.3,0.2,137,49,10,2.2
brandon-horvath-1,brandon-horvath-1,Brandon Horvath,6-10,200lb,Forward,2018-19,maryland-baltimore-county,688,131,17.5,.421,.680,.508,.286,33,29,37,23.0,1.1,98,25,11,1.4
ricky-councilii-1,ricky-councilii-1,Ricky Council II,6-5,210lb,Guard,2018-19,maryland-baltimore-county,513,47,15.5,.392,.871,.455,.376,13,16,15,19.8,1.0,34,12,6,0.8
jose-placer-1,jose-placer-1,Jose Placer,6-2,185lb,Guard,2018-19,maryland-baltimore-county,543,42,13.0,.483,.806,.620,.318,6,49,36,19.5,0.7,36,13,1,0.8
rj-eytle-rock-1,rj-eytle-rock-1,R.J. Eytle-Rock,6-3,225lb,Guard,2018-19,maryland-baltimore-county,757,83,9.7,.404,.791,.446,.318,10,56,36,13.7,0.4,73,24,7,1.4
max-curran-1,max-curran-1,Max Curran,6-9,205lb,Forward,2018-19,maryland-baltimore-county,261,61,14.3,.493,.613,.683,.192,17,4,18,20.6,0.2,44,8,6,0.6
sam-schwietz-1,sam-schwietz-1,Sam Schwietz,6-9,225lb,Center-Forward,2018-19,maryland-baltimore-county,420,91,13.9,.700,.538,.718,.000,30,24,14,8.5,0.7,61,12,16,0.9
daniel-akin-1,daniel-akin-1,Daniel Akin,6-9,215lb,Forward,2018-19,maryland-baltimore-county,184,56,13.8,.541,.429,.541,,23,6,16,19.5,0.1,33,5,0,0.4
nolan-gerrity-1,nolan-gerrity-1,Nolan Gerrity,6-10,235lb,Center-Forward,2018-19,maryland-baltimore-county,176,33,7.4,.458,.250,.458,,9,10,12,12.2,-0.1,24,5,6,0.4
jack-schwietz-1,jack-schwietz-1,Jack Schwietz,6-5,210lb,Guard,2018-19,maryland-baltimore-county,60,8,11.7,.318,1.000,.300,.333,1,8,6,26.0,0.0,7,3,1,0.1
josh-rosario-1,josh-rosario-1,Josh Rosario,6-2,205lb,Guard,2018-19,maryland-baltimore-county,88,12,4.7,.313,.750,.429,.222,2,8,8,15.9,-0.1,10,4,1,0.2
isiah-rogers-1,isiah-rogers-1,Isiah Rogers,6-2,190lb,Guard,2018-19,maryland-baltimore-county,14,0,4.5,.500,,1.000,.333,0,0,3,27.0,-0.1,0,2,0,0.0
ryan-andino-1,ryan-andino-1,Ryan Andino,6-2,180lb,Guard,2018-19,maryland-eastern-shore,901,55,9.5,.316,.871,.358,.308,4,16,18,22.4,0.3,51,16,0,0.1
bryan-urrutia-1,bryan-urrutia-1,Bryan Urrutia,6-1,206lb,Guard,2018-19,maryland-eastern-shore,982,111,11.6,.386,.652,.426,.264,13,163,92,19.3,-0.3,98,51,4,0.8
tyler-jones-5,tyler-jones-5,Tyler Jones,6-7,200lb,Forward,2018-19,maryland-eastern-shore,604,75,9.8,.404,.727,.464,.271,16,16,43,25.3,-0.5,59,11,22,0.4
gabriel-gyamfi-1,gabriel-gyamfi-1,Gabriel Gyamfi,6-6,185lb,Forward-Guard,2018-19,maryland-eastern-shore,783,163,12.8,.602,.721,.620,.375,62,31,50,13.0,0.9,101,13,11,0.5
aj-cheeseman-1,aj-cheeseman-1,A.J. Cheeseman,6-7,225lb,Forward,2018-19,maryland-eastern-shore,469,70,9.9,.404,.580,.425,.154,22,11,38,27.4,-0.5,48,16,10,0.4
ahmad-frost-1,ahmad-frost-1,Ahmad Frost,6-0,185lb,Guard,2018-19,maryland-eastern-shore,631,81,7.2,.352,.481,.395,.316,25,34,38,19.5,-0.4,56,15,0,0.3
isaac-taylor-1,isaac-taylor-1,Isaac Taylor,6-8,250lb,Forward,2018-19,maryland-eastern-shore,422,70,16.4,.580,.620,.591,.000,28,21,30,21.3,0.6,42,4,12,0.2
canaan-bartley-1,canaan-bartley-1,Canaan Bartley,6-1,175lb,Guard,2018-19,maryland-eastern-shore,768,117,5.9,.342,.736,.362,.091,21,38,55,16.4,-1.0,96,33,3,0.7
montraz-oliver-1,montraz-oliver-1,Montraz Oliver,6-3,160lb,Guard,2018-19,maryland-eastern-shore,303,44,10.2,.342,.774,.426,.192,15,14,16,18.6,0.0,29,11,0,0.2
dontae-caldwell-1,dontae-caldwell-1,Dontae Caldwell,6-5,205lb,Guard,2018-19,maryland-eastern-shore,347,67,6.2,.295,.682,.327,.250,6,9,17,18.1,-0.5,61,11,5,0.3
colen-gaynor-1,colen-gaynor-1,Colen Gaynor,6-5,185lb,Guard,2018-19,maryland-eastern-shore,196,47,11.3,.462,.636,.548,.100,14,7,17,22.0,0.0,33,5,3,0.2
derrick-green-1,derrick-green-1,Derrick Green,6-3,200lb,Guard,2018-19,maryland-eastern-shore,18,1,-9.9,.000,.000,.000,,0,1,2,10.5,-0.1,1,0,0,0.0
leandre-thomas-1,leandre-thomas-1,LeAndre Thomas,6-10,245lb,Forward,2018-19,maryland-eastern-shore,1,0,-83.0,,,,,0,0,1,54.3,0.0,0,0,0,0.0
anthony-cowan-1,anthony-cowan-1,Anthony Cowan,6-0,170lb,Guard,2018-19,maryland,1178,126,17.1,.393,.806,.445,.337,13,150,94,26.0,2.6,113,31,7,1.6
bruno-fernando-1,bruno-fernando-1,Bruno Fernando,6-10,240lb,Forward,2018-19,maryland,1021,362,27.2,.607,.779,.618,.300,100,68,95,22.6,3.1,262,22,64,2.4
